count,hate_speech,offensive_language,neither,class,tweet
3,0,0,3,2,never survive da colored hood
3,0,3,0,1,talkinfgalot shit can not back dem word tho bitch ass nigga u talk fight
3,2,1,0,0,redneck attitude people think benghazzi real think fox fake nws real one
6,0,5,1,1,wussup bitch
3,1,2,0,1,plot twist faggot
3,0,0,3,2,u ho u hot really like way u keep te flow natural
3,1,2,0,1,back ya queer bag
3,0,3,0,1,fucking dare faggot
3,0,1,2,2,okay maybe every losangeles evil would people encounter trash another barely human
3,0,3,0,1,bitch ask day
3,0,3,0,1,shit trash
3,0,2,1,1,humble personality hoe best nonphysical feature opposite sex
3,0,3,0,1,b tryna remind bitch know u b dis social network fame
3,0,3,0,1,bitch wanna like kim k fuck way rich not work like get degree amp work desk job hoe
3,0,3,0,1,fuck bitch
3,1,2,0,1,lmfao make money yo duck ass bitch dallas tx bear raise back shit day nigga
3,0,2,1,1,bird smack right car window park car window scare fuck outta
4,0,4,0,1,real shit bro yo hoe tell smoothie king straw can fuck
6,1,5,0,1,girl trip get hoe shit know girl friend
3,0,3,0,1,many hoe whypreach
3,0,0,3,2,buy condom party rite aid lady give dirty look come back buy trash bag imagineherface
3,0,3,0,1,son bitch take tic tacs like movie
3,0,0,3,2,suppose grey speckled blue midsole sol yellow icy pass
3,0,0,3,2,feel way bigotry racism use word redskin
3,0,3,0,1,mentionadislike hoe thinkin bad even tell bitch calm u average
3,0,3,0,1,grow pair pussy
3,0,0,3,2,learn bird child best time learn
3,0,3,0,1,ole bitch memphistn think u rock also
3,0,3,0,1,burn pussy lip gal blue throw
3,0,3,0,1,bitch
3,0,3,0,1,be not get type bad bitch thing like
3,0,3,0,1,somebody come look niggah right kevin hart voice lol
3,0,0,3,2,walk hr
3,0,0,3,2,truth distance love bird
3,0,1,2,2,look like lesssquintyeye hmm
3,0,0,3,2,bird word esurancesave
3,0,3,0,1,good morning hoe pimp
3,1,2,0,1,bitch wanna date flyest nigga shock hoe lol
3,0,3,0,1,bitch always think somebody want little coochie lol chilling not exist nomore iont want hoe
3,0,0,3,2,car hopping different world ghetto guy try ask number lol ghetto tho
3,0,3,0,1,chill thirst bitch chick right next real hoe
3,2,1,0,0,nigger
3,0,3,0,1,get mom ass breath pussy
3,0,0,3,2,hear bird summer breeze drive fast
9,0,1,8,2,seem not come trash nobody outside hollywood know ppl pay seeha guess hw not
3,0,3,0,1,bitch show friday look like bitch ring punch straight face
3,0,3,0,1,think bad advice give not pussy speed lol
3,0,3,0,1,fake ass people not respect em frontin ass bitch
3,0,0,3,2,mt browngal gouache monkey tiki
3,0,0,3,2,remember lay hospital bed shoot rant coconut shrimp trash
3,0,0,3,2,word bird
3,0,1,2,2,lots top tier wrestler start yardie
3,1,0,2,2,us ghettosdriven liberal ideology forge union amp bankrupt selfserve dems catering parasite tcot
3,0,3,0,1,u be not ho get trap houuuse
3,0,3,0,1,life knock stand fuck say hit like little bitch
3,2,1,0,0,gt ankle sock general faggot bro
3,0,0,3,2,texas rancher terrorist reportedly catch border feds clam
3,0,3,0,1,bitch go lol
3,0,0,3,2,dear oreo hear watermelon flavor keep fake fruit flavor crisco sandwiches love
3,0,0,3,2,slavery prohibition let woman vote segregation jim crow law etc etc day lol
3,0,3,0,1,really bro retard even miss point greeneggsampham mean not knock til ya try
3,0,3,0,1,fuckin name hoe
3,0,0,3,2,yankee season tho yeah
3,2,1,0,0,hoe need stop dress kid migos rappers fuck lil nigga want power run
3,0,0,3,2,thank follow guy enjoy cold yellow belly right
3,0,3,0,1,bitch please ill go windsor either way come bring also
3,0,3,0,1,bye hoe
3,2,1,0,0,think niggas end kid fucking ugly bitch
3,0,2,1,1,alcoholdrunk hoe miss
3,0,3,0,1,harbor bitch party bus hoe lol
3,0,0,3,2,homemade angel food yellow cake halfinch chocolate frost devils food die pecan pie
3,0,0,3,2,please win year
3,0,0,3,2,video record charlie baker
3,0,3,0,1,somehow u not already go nig
3,0,3,0,1,put bitch shame
3,0,3,0,1,want little bitch treat like little bitch
3,0,3,0,1,can not keep bitch cool cause money still around
6,0,6,0,1,hate bitch tryna put friendzonebitch tryna score put endzone
3,3,0,0,0,seem like da color folk gettin da way lately sayin
4,0,4,0,1,fuck bitch get money
3,0,3,0,1,hate not get shit do ass nigguh
3,0,3,0,1,unfortunately correct sir still eat shit die though bitch
3,2,1,0,0,haha bitch draw webb bullet round yo fuggin forehead beamthat bitch know reside
6,0,2,4,2,askim would rather drink squirrel pee johnny depps wig charlie chocolate factory
3,2,1,0,0,kawhi leonard smh wow u really go to leak ou nvm ion need fuc nig
3,0,3,0,1,bad bitch
3,2,1,0,0,flame faggot publicly state want everything hand like fuck dude get bottom ass something
3,0,0,3,2,yellow fin
3,2,1,0,0,swear god nigg well still hang work get hype
3,0,0,3,2,charles charge movie shia lebouf charlie ryan gosling buddy whynot
3,0,3,0,1,hurt hoe like
3,0,3,0,1,love tweak hoe tweak hoe song part wee get money ball sme sme
3,2,1,0,0,many bitch one sentence fixitjesus
3,0,1,2,2,not vote cripple amirite bigot mt vote votewendydavis governor texas
3,1,2,0,1,highly doubt real woman prolly fat ass man fuckin care let ho
3,0,3,0,1,get to find know cali get hoe
3,0,3,0,1,god dam man freestyle retarded fumny af omg
6,0,6,0,1,nah be not hoe niggah bitch niggah rich niggah shit niggah getchu chip niggah
3,0,0,3,2,beautiful fairy elegant dress
3,0,0,3,2,larry bird
3,0,0,3,2,score flappy bird high bronco score right
3,0,3,0,1,bad ass local bitch
3,0,3,0,1,get bitch tv bruh
3,0,3,0,1,smoke like backwood day cop dem bitch da box woe
3,0,0,3,2,john kerry catch appear mock israels pinpoint operation gaza israel gaza
4,0,4,0,1,favorite fucking jam not see judge little girl probably trash
3,2,0,1,0,someone clearly stinky ass beaner
3,0,0,3,2,go see leave movie theater table real food fun order brownie dessert p
3,0,3,0,1,can not wait see bitch tmrw gatsby lpy
3,0,3,0,1,get hoe sell shop lmfao trekgang
3,0,3,0,1,speak little bitch not even squat little bitch keep talk distract everyone else icu
3,0,1,2,2,edm music trash af annoying
3,0,3,0,1,sorry offend call bitch honestly think know
3,0,2,1,1,hat hoodrat chick ghetto anxiety attack formal event
3,0,3,0,1,bitch back home
3,0,3,0,1,be not gon get stitch pussy
3,2,1,0,0,amp niggas still runnin round sayin yall not eat pussy yall must suckin dick
3,0,3,0,1,fat bitch get picture
3,3,0,0,0,lowkey call faggot faggot
3,0,0,3,2,sad tv character death still bitter stark man
3,0,3,0,1,oh bitch see instagram post screamed
3,0,0,3,2,one cat kill baby bird cardinal
3,0,2,1,1,bae make deep fry oreos
3,0,3,0,1,lmfaooooo u bitch use shit
6,0,6,0,1,trynna find bitch fat ass
3,2,1,0,0,jew favorite tweet though lol not anymore time trash
3,0,3,0,1,asians short bed foot hang edge bed cuddle bitch right beside
6,2,4,0,1,cause hoe be not loyal niggas be not either go callin hitter
3,0,1,2,2,tweet trash
3,0,1,2,2,friend not let friend become guido themoreyouknow
3,0,3,0,1,brian stfu twitter could retweet anythingdont make bitch slap
6,2,4,0,1,hear bitch nigga
3,0,3,0,1,shit sorry hoe
3,0,3,0,1,school bitch since
3,0,3,0,1,pussy pussy pussy marijauna wannnnaaa
3,0,3,0,1,need win title smack hoe big ben go smack another hoe lose sorry
3,0,3,0,1,hate upload pic caption say son someone ask omg son bitch find outside
3,0,3,0,1,bad bitch thing like
3,0,3,0,1,iont get type bad bitch thing like ayeee throw ass sphere
3,1,2,0,1,spread filth urs white dog amp good ol boy ltao fuckin monkey
3,0,3,0,1,hey dis angry white man call nigger not answer da door time be not fit deliver pizza
3,2,1,0,0,nicca say ballin ask em title n deed wher clothe n key
3,1,2,0,1,grow niggah not trust niggah love niggah
3,0,1,2,2,black name look hungarian marry hunky
3,1,2,0,1,guy struggle get pussy main niggas bad talk woman could get pussy learn stfu chill
3,1,2,0,1,almost black little cunt disrespect turtle not disrespect gorilla
3,1,2,0,1,u ask suck dick hard white trash
3,0,3,0,1,yall confused day somebody put hoe dress
3,1,2,0,1,talk like fag shit retarded cool scro lot tard live total kickass life
3,0,2,1,1,fag lol
3,0,0,3,2,dad buy brownie shake lovehim
3,2,0,1,0,laker trash right
3,2,0,1,0,racial minority not criminally inclined would not much worry act color race traitor
3,0,0,3,2,little bitty bumble bee bumblebee
3,0,3,0,1,yall bitch pop baby like sportstop lol
3,3,0,0,0,look little faggot tell beautiful much make smile
3,2,1,0,0,lmao soft ass nigga try act tough little bitch sit watch sidelines pussy
3,3,0,0,0,fucking queer faggot bitch
3,0,3,0,1,can not help notice attempt avoid acknowledge hairy pussy
3,1,2,0,1,hope future wife ever might sleep study instead hoe right nigga shutcho asss
6,2,3,1,1,problem niggah
3,0,2,1,1,get carburetor foyer chevy c rebuild redneck friend everybodys get one need build
3,0,0,3,2,jihadi bet public protest britain force uk gov antiisis coalition
3,0,0,3,2,can not wait post design new walkout shirt sweater hat official mock do tomorrow sexy
3,0,0,3,2,buy lp manchester week idea coloured vinyl man steal vinylgasm remachined
3,2,1,0,0,main nigguh since digital camera selfie
3,0,1,2,2,baby monkey bathtime awwwwe soooo adorable
3,0,3,0,1,hell pussy print page
3,0,3,0,1,horrible perspective time think might retard smh
3,0,1,2,2,never send kid private school would never experience ghetto public school fight
3,0,0,3,2,say smoke strong wrong smoke trash be not lung be not pressure
3,2,1,0,0,jameis winston nigger
3,0,3,0,1,cocky bitch front tooth stick suckin thumb lt
3,0,3,0,1,love bitch
3,0,0,3,2,accidentally eat pot brownie guess go pledge drug free life lolz lmao college
3,0,3,0,1,shit trash
3,0,3,0,1,lol retarded
3,0,3,0,1,gamehome alone nothing dosomeone come chill maybe go swimm ya bitch
3,2,1,0,0,week rfn segment discuss idaho faggot marriage state like washington
3,0,0,3,2,not onslaught vinyl may get one new lp available army green colour vinyl
3,1,2,0,1,lol else common nigga hate sleep heat summer bird
3,0,0,3,2,conjuring not trash not good insidious
3,0,3,0,1,can not entertain hoe broke niggas
3,0,3,0,1,break news ur little bitch
3,0,3,0,1,ugly white bitch
3,0,3,0,1,smelly hater bitch
3,0,2,1,1,des popcorn hoe da way time mannn
3,0,0,3,2,anyone ever purchase baseball field dirt really want dirt stadium grandfather grave weirdtweet
3,0,3,0,1,u feel like dumb ass not u pussy boy
3,0,3,0,1,course bitch kinda wanna attempt play madden tho
3,0,3,0,1,fuck bruh not show fucking pussy
3,0,1,2,2,ghetto grease yo scalp work
3,2,1,0,0,get trash ass niggas outta stadium
3,0,0,3,2,give rickety slant roof say like pizza shanty
3,0,0,3,2,see jumbotron jig
3,0,1,2,2,conoc tus ojo negros ahora si que puedo vivir sin ellos
3,0,3,0,1,yo girl can not homeboy ol weak bitch ass nigga
3,1,0,2,2,kris griff ghetto know anything sperrys van
4,0,0,4,2,see word tinker tailor soldier spy mutter aloud
3,0,3,0,1,let girl handcuff bed thinkin gon something freaky bitch go phone
3,0,2,1,1,tweet tabletballer bitch
3,0,3,0,1,lol duhh get neck tomorrow not mad hoe
3,1,2,0,1,make nigger fuck goat
3,0,0,3,2,dad call border hopper
3,0,3,0,1,shut bitch ainn complete witout money melle n
3,0,0,3,2,sucker colored eye
3,2,0,1,0,horrible invader zim trash
3,0,1,2,2,new sign mong kok protest site say fight democracy oppose communist future
3,0,3,0,1,evn hoe silence anymoreproud want respect
3,0,3,0,1,yeah bitch eh life suck everyone equal opportunity lose shirt divorce court
3,0,0,3,2,international police operation disrupt shylock banking trojan computerworld guardianinternational poli
3,0,0,3,2,call free bird
3,0,0,3,2,even though bird fly must land earth
3,0,3,0,1,whoop boy nothing bean head ass bitch
3,0,3,0,1,biiiiitch hoe look perfect haha iight
3,0,3,0,1,bitch lrt
3,0,0,3,2,dreigdwergen haatsmurfen en de roze khmer hoe twitter een slagveld werd via
3,0,0,3,2,pretty much eaten entire box nephews cheese nip feel bad little
3,0,0,3,2,breaking louisville coach charlie strong expect accept texas job accord espn amp medium report
3,0,1,2,2,chop bird call flap hand
3,3,0,0,0,tony think yr rude little cunt young even know real rock rol
3,1,2,0,1,hate extra ass bitch extra ass nigga much stop unnecessary
3,0,2,1,1,still fucking trash can not eat save life
3,2,1,0,0,wonder latino strategy work goper double wetback backpedal shoot sight
3,0,3,0,1,expect cute oh hell bitch cuteness get plant relationship relationship hate
3,0,3,0,1,young boy round sayin get money fuck hoe
3,0,3,0,1,bitch probably deserve lol
6,0,6,0,1,kiss u eye open watch bitchlmfao
3,0,3,0,1,can not handle people give attitude dead quick like nasty bitch
3,1,2,0,1,hello new follower anime love nigger poor afford laptop result mw theater player darth
3,0,0,3,2,know ugly ape choose man crush never
3,0,1,2,2,also nack autocorrect change put phone trash go sleep
3,0,1,2,2,upper love show morning chris direct conversation beautifully make teabagger talk
3,0,0,3,2,go open house today amp place trash ewww
3,0,3,0,1,drake get bitch
3,0,2,1,1,push step back lolol pussy shit
3,1,2,0,1,dad eye red son smoke weed dad dad not lie cry faggot
3,1,2,0,1,bitch hoe not surprised
3,1,2,0,1,full nigger
3,2,1,0,0,nig jus say be not nuttin bad den fat loud hoetru fuckin story
3,0,1,2,2,kobe shoot piece paper trash
3,2,1,0,0,suck dick tacos el negro well
3,0,3,0,1,already know buy many bitch drink tonight ill never fuck life hit miss get to take chance
3,0,0,3,2,lol get yellow bleach stain use baking soda hydrogen peroxide paste stain throw washer
3,0,0,3,2,btw genocide not war people gaza combatant people warsaw ghetto
3,0,3,0,1,let fuck hawt bitch foam glow
3,2,1,0,0,yeah well play ya nigger
3,2,1,0,0,dryer bad ass eye fag
3,1,2,0,1,be not nobody offend u fuckin peckerwood despise good white ungrateful honkey
3,0,3,0,1,aye tryout bowling team frfr tryouts pass tho two retard
6,0,6,0,1,great qb fold pressure gshit u blitz peyton ass gon gook
3,0,3,0,1,bitch see bitch good luck
3,0,3,0,1,dem hoe peep dougie
3,1,0,2,2,go pick selectionsunday watchlikeake dis make colored folk happy
3,0,3,0,1,get do run train bitch period nasty
3,0,0,3,2,meet people politic disrespect charlie crist rudy giuliani
3,0,3,0,1,tell lot people cool hoe not understand someone would not like
3,1,2,0,1,hahahh thank fag boy represent
3,0,3,0,1,gucci b rude shit lol nice bitch be not worth quarter
3,0,1,2,2,look like little bird help get dress morning
3,0,0,3,2,tracy morgans car wreck press cover zappa ssome joker brownie yell see complete
3,0,3,0,1,tell secret stupid hoe
3,2,1,0,0,whore slut cunt bitch nigga
3,2,0,1,0,nice way callin honkie
3,0,3,0,1,fuck fucking retard condemn ray rice yet support chris brown woman abuser logical
3,0,3,0,1,dis bitch blowin man fuck u
3,0,1,2,2,ashley young try deny bird land mouth gt hahaha
3,0,3,0,1,ay hear rich gang tape thou bitch flame
3,0,0,3,2,laker oni think trash day monday
3,0,0,3,2,inner still hang yankees need win nfl sunday
3,0,3,0,1,face yo bitch could love
3,0,0,3,2,think rpg bird be not bird brain yo
3,0,3,0,1,cuff hoe
3,2,1,0,0,sit bar work watch walk dead fucking wetback decide come amp turn spic music jesus christ
3,0,0,3,2,drunk trash trash waste draught horse
3,0,3,0,1,tell bitch stop texte phone shawty crazy glad know
3,1,2,0,1,queer gnarl charles not
3,0,0,3,2,enjoy bed perfect teddy bear monkey singlelife bed teddybear
3,0,0,3,2,oreo drumstick
3,0,0,3,2,not feel like read right wanna give sexy coolie girl lyric via text message
3,0,3,0,1,bro fuck bitch think ok
3,0,1,2,2,anti american republicans teabagger stop force ur religion rest us stockman u not prayliar
3,0,2,1,1,ho korina craycray
3,0,3,0,1,like back dare free fo cause whitey pay da fee
3,0,3,0,1,bad breath be not cute even call bad bitch usually cause shitty attitude unk be not ever lie
3,0,2,1,1,duh aka shitty nights city nights hella ghetto
3,0,2,1,1,lol match early ic champion bitch really would go ham
3,0,2,1,1,broner would still knock half u nicca
3,0,3,0,1,go direct flight price do layover flying bitch enough
3,0,3,0,1,stomach pain like mufucka nigga rating bitch
3,0,1,2,2,miss tupac rap off hillbilly
3,0,0,3,2,ally soldier mock hitler atop balcony reich chancellery fred ramage
3,0,0,3,2,ga charlie
3,2,1,0,0,hate bitch amp fact oomf like retweeettt x
3,2,1,0,0,gt tragedy smh niggas not know throw dirt name pussy h
3,0,0,3,2,pop wop drop tho
3,0,0,3,2,foto mimiblargh ok pls consider kingdom birbs u guess bird
3,0,0,3,2,julia roberts seem completely shocked nominate hey julia gown jig emm
